Unnamed: 0,0,1,2,3,4,5,6,7
2656,6.6,No tiene datos,F. Gary Gray,Gary Scott Thompson,Una misteriosa mujer seduce a Dom para que se adentre en el mundo del terrorismo y traicione a sus allegados. El equipo se enfrenta a situaciones que les pondrán a prueba como nunca antes.,136,Fast & Furious 8,tt4630562
2657,6.7,No tiene datos,Matthew Vaughn,Jane Goldman,"Cuando sus cuarteles generales son destruidos y el mundo es tomado como rehén, el viaje de los Kingsman les lleva a descubrir, en los Estados Unidos, una organización espía aliada. Estas dos organizaciones secretas de élite deben unirse para derrotar a un enemigo común.",141,Kingsman: El círculo de oro,tt4649466
2658,No tiene datos,No tiene datos,Derek Klanfer,Derek KlanferChris Re,No tiene datos,No tiene datos,Stealth Edge,tt4660150
2659,5.3,No tiene datos,Mark Cullen,Mark Cullen,Un detective de Los Ángeles da caza a la banda de matones que le robó el perro.,94,Desaparecido en Venice Beach,tt4694544
2660,6.2,No tiene datos,Toa Fraser,Glenn Standring,"En 1980, unos terroristas toman la embajada iraní en Londres con 26 rehenes. Comienza una tensa cuenta atrás de seis días, durante la cual los soldados se preparan para asaltarla si las negociaciones no resultan fructíferas.",94,6 días,tt4703048
2661,4.8,No tiene datos,Aleksandr Basaev,"William De Vital, Viktor Kryukov, Evgeniy Shmarlovskiy",An action packed and heartwarming story of the friendship formed between a tank-destroyer dog of the Red Army during WWII and a group of soldiers.,99,Pyos Ryzhiy,tt4706780
2662,6.7,No tiene datos,Shôjirô Nishimi,Amanda Céline Miller,"Angelino cree estar perdiendo la cabeza cuando, tras un accidente de moto con una misteriosa y bella desconocida, empieza a ver indicios de una invasión alienígena.",94,Mutafukaz,tt4717402
2663,3.9,60,Scott Windhauser,Scott Windhauser,Un negociador de rehenes nervioso juega un peligroso juego de gato y ratón con un ladrón de bancos acorralado que está empeñado en salir del banco y humillar al negociador en el proceso.,88,Cops and Robbers,tt4717208
2664,5.2,48,Jonathan Milott,Cary Murnion,"Cuando una fuerza militar con sede en los EE. UU. Invade su vecindario de Brooklyn, Lucy, de 20 años, y el veterano de guerra Stupe deben depender uno de otro para sobrevivir.",94,Bushwick,tt4720702
2665,4.7,13,Nicholas Kalikow,Nicholas Kalikow,"Do the job. Get the money. Get the girl. Get the kid. Simple, right?",87,Carter & June,tt4729790
2666,6.6,75,Alain Desrochers,Patrick Huard,A francophone S.Q. officer and an anglophone O.P.P officer reunite to investigate a large car theft ring led by an Italian mobster.,126,Bon Cop Bad Cop 2,tt4738174
2667,6.9,No tiene datos,Brian Flaccus,Brian Flaccus,Alex and Jaime navigate a tumultuous lifetime relationship.,78,Alex & Jaime,tt4766070
2668,4.3,No tiene datos,Davide Grisolia,"Peter Althof, Davide Grisolia, Peter Güttinger","On the journey from Prague to Garda, the two unscrupulous organ mafias Azhar Azrail and Sascha Taranov are stranded in Nuremberg. Due to a car accident, all preserved organs that are in the transporter of the mafiosi burn. Azhar and Sascha are now forced to find new goods locally. On their hunt for new organs, they shoot the karate master Markus Meisner on the street.... Leer todo",111,Macho Man 2,tt4791910
2669,4.0,No tiene datos,Nicholas Naylor,Rod Grant,An un-ethical DEA agent does everything in his power within and outside the law to catch a cocaine kingpin.,90,King Charles,tt4791780
2670,4.6,59,Srikant Chellappa,Srikant Chellappa,Cuatro abuelas matan accidentalmente a un estafador.,92,Bad Grandmas,tt4792524
2671,3.5,No tiene datos,R. Ellis Frazier,"Benjamin Budd, Sholom Gelt, Scott Windhauser","A team of thieves break into a maximum secured Mexican prison with a plan to rob the most notorious drug lord. Full of action, guns smoking, fighting and corrupt politicians.",87,El infiltrado (Larceny),tt4797160
2672,6.2,62,Mark Dennis,Mark Dennis,Un profesor entra en una cueva y desaparece. Algunos de sus alumnos vienen a buscarlo y quedan atrapados en la cueva también. Los estudiantes encuentran extrañas anomalías en el paso del tiempo.,87,Time Trap,tt4815122
2673,5.6,No tiene datos,Helfi C.H. Kardit,Helfi C.H. Kardit,"Secret SIS service hires an extraordinary team of ten females to release a daughter of USA ambassador , who is hold as hostage on tropical island of Indonesia.",88,Ten: The Secret Mission,tt4818844
2674,5.2,No tiene datos,Jinglei Xu,"Jinglei Xu, Yishu Yang","A cop's child is kidnapped, the only one that can help her is a criminal.",95,Bang jia zhe,tt4823122
2675,No tiene datos,29,Brad J Watts,"Adam Carter, Damien Chinappi, Joshua Michael Harvey",No tiene argumento,No tiene datos,Retribution,tt4827836
2676,6.4,100,Matt Murphy,Matt Murphy,"Pork Pie tracks the escapades of a trio of accidental outlaws as they travel the length of the New Zealand in a yellow mini, protesting conformity and chasing lost love, with a posse of cops and a media frenzy hot in their pursuit.",105,Pork Pie,tt4834220
2677,6.9,No tiene datos,George Pan Andreas,George Pan Andreas,"Three young boys, from different parts of the world, had a big dream to become matadors. One of them, later on, got picked up by CIA and became one of their top agents.",119,The Matadors,tt4837090
2678,5.4,75,April Mullen,Benjamin Barrett,A violent greaser gang is ripped apart when their leader finds love and is determined to leave Badsville - a town where love doesn't exist.,99,Badsville,tt4843618
2679,8.2,No tiene datos,S.S. Rajamouli,Vijayendra Prasad,"Cuando Shiva, el hijo de Bahubali, se entera de su herencia, comienza a buscar respuestas. Su historia se yuxtapone con eventos pasados que se desarrollaron en el Reino Mahishmati.",167,"Baahubali 2, la conclusión",tt4849438
2680,3.3,No tiene datos,Geovanni Molina,Geovanni Molina,An alien from another planet with great super powers comes to earth to destroy the whole human race by possessing their bodies. Alien bounty hunter Staleth (Molina) is sent with Colinus (Lee) to try to stop him before it's too late.,103,Demonia Undertaker,tt4851360
2681,No tiene datos,No tiene datos,Sean Laera,Sean Laera,"Taking place during and after the events of both Empire Strikes Back and Return Of The Jedi, Yoda trains two brothers the ways of the Jedi in case Luke Skywalker fails to defeat Vader. When something goes wrong, one of the brothers turns to the dark side and becomes the new Sith after Vader's death. It is up to the Sith's brother to stop him from wreaking havoc upon t... Leer todo",No tiene datos,Star Wars: The Fallen Brother,tt4854650
2682,6.2,13,Jason Sarrey,Jason Sarrey,"Gino Sarcione, a boxer, is forced to take his fight outside the ring into the back alleys of Sunset Park to stand up for what's right and protect those he loves.",90,Sunset Park,tt4875654
2683,7.8,No tiene datos,Robert McGinley,"Robert Mc, Ginley",DANGER DIVA is a cyberpunk musical/thriller about a hard rocking singer who is coerced into becoming an electronically enhanced new-music diva by her high tech billionaire patron.,105,Danger Diva,tt4878184
2684,8.8,No tiene datos,Dawei Li,Miao Tan,"A stirring and heroic action adventure of Chi You, once the ancestor of all Chinese, who must fight betrayal and for his love to survive.",104,Zhanshen Chiyou,tt4885752
2685,5.3,No tiene datos,Paddy Murphy,"Brian Clancy, Eric Clancy, Paddy Murphy","Two lads receive a simple job with a big payout. All is not as it seems and if they break The Three Don'ts, they could be in for a world of hurt.",96,The Three Don'ts,tt4900098
2686,7.1,86,Gabriela Cowperthwaite,Pamela Gray,Una joven cabo de la Marina cuya disciplina única y vínculo con su perro de combate militar salvó muchas vidas durante su despliegue en Irak.,116,Megan Leavey,tt4899370
2687,7.9,No tiene datos,Michael Jason Allen,Michael Jason Allen,"In this sequel to ""Stealing Sunrise"", two strangers interconnected to the violent events 9 years earlier, team up to hunt down the guy responsible.",99,Stealing Sunrise 2: Malibu Trail,tt4902138
2688,5.3,50,Ryan Nelson,"Beth Levy Nelson, Ryan Nelson","When Michael Briskett meets the perfect woman, his ideal Christmas dream comes true when she invites him to her family's holiday celebration. Dreams shattered, Michael struggles to survive once he realizes HE will be Christmas dinner.",83,Mercy Christmas,tt4906164
2689,4.9,0,Milan Luthria,Rajat Arora,An Indian queen asks her bodyguard to steal back gold taken from her by the Indian government during The Emergency period in 1975.,136,Baadshaho,tt4906960
2690,5.6,55,Vishal Bhardwaj,Matthew Robbins,"Julia travels to the Indo-Burma border to perform for the troops during World War II on the insistence of her lover Billimoria, and ends up falling in love with a soldier there, Jemadar.",170,Rangoon,tt4909752
2691,4.7,No tiene datos,Joseph Mbah,"Nick La, Rovere, Amber Mbah, Joseph Mbah","To an undercover detective and his partner, events seem like typical gangland power struggle, but a feared criminal puppeteer seeks a powerful artifact with which to change the balance of power, and gain the power of gods.",81,Genesis: Fall of the Crime Empire,tt4906884
2692,4.4,20,Christian Tureaud,Eli Baldrige,"Freelance female war reporter Alex Quade covers U.S. Special Operations Forces (SOF) on highly classified combat missions. Since 2001, she has embedded with elite SOF, including the U.S. Army Special Forces or Green Berets, Army Rangers, Navy Seals, and CIA clandestine operatives to tell their stories from the front lines. ""Danger Close"" follows Alex as she lives alon... Leer todo",90,Danger Close,tt4911288
2693,4.5,20,Martin Guigui,Martin Guigui,"Cinco personas se encuentran atrapadas en un ascensor durante los atentados del 11 de septiembre. Pronto trabajan juntos, sin perder la esperanza, para intentar escapar antes de que ocurra lo impensable.",90,9/11,tt4917224
2694,2.3,No tiene datos,Andrzej Bartkowiak,"Ross La, Manna",The agents of the Federal Security Service of Russia and the US Secret Service are forced to work together to prevent a full-scale international crisis.,109,Máximo impacto,tt4921370
2695,4.4,No tiene datos,Konstantin Shelepov,Ivan Tropov,"In the near future, when the computer gaming industry has reached its heyday and made the gameplay indistinguishable from reality, the state creates",113,Tsenzor,tt4956160
2696,No tiene datos,No tiene datos,Franco Leng,Franco Leng,"Pwn3d is a movie about Joe, an Asian American boy, and his friend, Bo, and their clumsy adventure with a talking goldfish. Joe is having a hard time beating a video game and with his life. Through twists and turns, Joe finally finds his voice after many adventures and mishaps with his sidekick friend and a mysterious and verbally abusive goldfish. When they meet their... Leer todo",72,Pwn3d,tt4963782
2697,2.9,No tiene datos,Hamid Torabpour,Hamid Torabpour,"Forced outside the city limits, they make their final stand in a small farmhouse. Paying tribute to Night of the Living Dead, our heroes fight to stay alive against an army of flesh eating monsters.",82,Zombies,tt4969672
2698,7.4,No tiene datos,Ted V. Mikels,Ted V. Mikels,"When two athletic girls are forced to become drug mules and are then murdered by the mob, their girlfriends from the gym unite to avenge their deaths.",No tiene datos,Ten Violent Women: Part Two,tt4972112
2699,2.5,No tiene datos,Sam Fountayne,Sam Fountayne,A young woman who possesses supernatural powers and visions of an upcoming apocalypse is aided by a retired bounty hunter who must protect her from those who wish to use her abilities for evil.,75,Zombies Have Fallen,tt4974254
2700,4.3,35,Mark Young,Mark Young,Students fight to survive a weekend in the woods.,90,Feral,tt4974778
2701,5.6,No tiene datos,Giulio De Santi,"Giulio De Santi, Tiziana Machella","Habiendo sido asesinado por los Cultistas Mistandrianos, Frank ahora debe recolectar los cinco elementos que componen el alma humana para poder regresar a la Tierra y recuperar su cuerpo.",70,Hotel Inferno 2: The Cathedral of Pain,tt4978404
2702,8.7,No tiene datos,N.T. Nantha,N.T. Nantha,Its an action movie acted by ANU HASAN and NASER directed by N.t NANTHA.,133,Valladesam,tt4981012
2703,No tiene datos,64,Richard Givens,Richard Givens,"From Boyz in the Hood to Boyz in the Park. This story revolves around Parkerson Park, four friends and what happens in Parkerson Park after dark. ""Don't get caught in the park after dark""",50,The Park,tt4991372
2704,7.2,No tiene datos,Wagner Depintor,Iyin Landre,"An American girl travels to Brazil and falls in love with a drug dealer from the favelas, in the pulsing city of Rio de Janeiro.",70,The Fates,tt4995872
2705,6.3,No tiene datos,Michael Morris,Michael Morris,A rag tag group of mercenaries take on one last mission.,No tiene datos,MERCS Movie,tt5005752
2706,5.4,94,Rusty Nixon,Rusty Nixon,A private investigator reads a book of sinister origins and unknowingly puts his daughter and himself in a fight for their lives...and their eternal souls.,82,Residue,tt5009286
2707,3.6,93,Mark Cantu,"Mark Cantu, Jason Scarbrough","After a fateful mission two years ago that left eight Special Forces soldiers dead, newly promoted Naval Investigator Abbey Vaughn makes it her personal mission to find the man responsible: the infamous drug lord Reynaldo Benitez. When her investigation brings in former Elite team leader Lt. Sam Harrigan, she reluctantly partners with him in order to bring the savage ... Leer todo",92,Elite,tt5010982
2708,7.8,No tiene datos,Christopher Nolan,Christopher Nolan,"Los soldados aliados de Bélgica, el Imperio Británico y Francia están rodeados por el ejército alemán y son evacuados durante una feroz batalla en la Segunda Guerra Mundial.",106,Dunkerque,tt5013056
2709,6.8,53,Henry Roosevelt,"Amber Banaszewski, Jacquet Bazemore, Jack Bodell","Ten years before the debut of the Ultimate Fighting Championship, two karate promoters and their fighters, a rough group of barroom brawlers, bikers, teachers and steel workers, pioneered the first mixed-martial arts league in the nation.",76,Tough Guys,tt5023566
2710,6.1,No tiene datos,Zornitsa Sophia,"Nikolai Haitov, Zornitsa Sophia","A mother, forced to abandon her child and home, leads a rebellious band and inflicts her own justice in the brutal men's world of 19th century.",126,Voevoda,tt5029208
2711,8.4,No tiene datos,Rui Constantino,Rui Constantino,"In a world of darkness and fear, ruled by mercenary's and savages, the search for the ring of INFINITIUM, has led a girl and her friends to a forsaken land, after discovering the secret of the ring, she must reach safety.",112,Infinitium,tt5038806
2712,4.2,No tiene datos,Obin Olson,Chad Law,An ordinary man begins to suddenly have delusions that he's a disposable assassin and that those closest to him may in fact be his enemies.,93,El efecto sombra,tt5044656
2713,6.6,No tiene datos,Stephen C. Bortsalas,Stephen C. Bortsalas,A hate-filled man joins a murderous regime after his family disappears in a rapture like event. Struggling to gain faith after being excommunicated from a group called the Horsemen. He finds solace in surviving with some nomadic travelers.,100,Denounced,tt5047136
2714,6.7,No tiene datos,Albert Pyun,Cynthia Curnan,"The Imperial Empire is attacked by an Alliance of rebels led by fanatical mystics. The ruler, Empress Nobu, the 8th generation of her family, wants to execute a bold plan to rescue a cyborg, Leah C6, trapped on the battle ravaged planet Endor. The Empress believes Leah C6 holds the secret to destroying the Alliance of Rebels before their insurgency can kill millions o... Leer todo",131,Interstellar Civil War,tt5056352
2715,4.5,No tiene datos,Douglas Stahl,Douglas Stahl,1986 - A weird disease is changing office employees into mindless aggressive Zombies but everything Karl cares about is that he may lose his beloved office desk job.,47,Z-Office,tt5061004
2716,5.9,No tiene datos,Robert Thalheim,"Robert Thalheim, Oliver Ziegenbalg, Stefan Kobe",Jochen Falk and two further former Stasi agents embark on a dangerous mission to rescue the kidnapped president of Katschekistan. But soon it becomes clear that Falk pursues his own objectives.,93,Kundschafter des Friedens,tt5076054
2717,3.8,No tiene datos,Philip Todd,Matthew Todd,"Set in war-torn 800AD Scotland, The Gaelic King tells the story of warrior-king Alpin mac Eachdach. When his young brother is captured, Alpin must hunt the kidnappers though a dark forest that hides an ancient power.",87,El Rey gaélico,tt5072852
2718,3.6,No tiene datos,Rogelio Salinas III,Rogelio Salinas III,"A family's peaceful evening takes a horrifying turn when three men in masks and hoods break into their house and take them hostage. When they offer the home invaders to take anything they want, one of them reveals the true reason their house was chosen.",87,Waiting for the Storm,tt5079452
2719,4.5,No tiene datos,Matt Knudsen,Matt Knudsen,"A woman returns to her hometown seeking bloodthirsty retribution when her lover is killed by her scornful ex-fiancé. Torn between love, hate, loyalty, and vengeance, her path to satisfaction widens out of her control..",91,Cassidy Red,tt5081304
2720,7.9,100,Yukihiro Miyamoto,Nisio Isin,"Part 3 of Kizumonogatari (Wound Tale) trilogy, based on a light novel by Nisio Isin.",83,Kizumonogatari III: Reiketsu-hen,tt5084198
2721,6.7,No tiene datos,Takashi Miike,Hiroaki Samura,"El samurai Manji es inmortal tras una batalla legendaria. Obsesionado con el asesinato de su hermana, lucha contra el mal. Promete ayudar a una niña a vengar a sus padres. Es la 100.ª película del director Takashi Miike.",140,La espada del inmortal,tt5084170
2722,5.3,No tiene datos,Tristan Barr,Chelsea Renee Zeller,In a single afternoon a man comes to grips with the power of his past when his estranged family becomes tangled in its web.,82,Watch the Sunset,tt5094040
2723,4.7,No tiene datos,Kamaleswar Mukherjee,Kamaleswar Mukherjee,"Shankar, an adventurer, teams up with Anna Florian and her father to travel a thousand miles and fight off every danger to reach the mythical city of El Dorado.",140,Amazon Obhijaan,tt5125414
2724,4.7,No tiene datos,Nik Kacevski,"Nik Kacevski, Tess Meyer","James Skinford tiene un plan: robar y volcar un camión misterioso para ganar dinero rápido y salvar a su padre enfermo. Todo es tarta de cerezas, hasta que encuentra a una mujer que hace que cualquiera que la toque sea inmortal.",85,Skinford,tt5136686
2725,6.1,No tiene datos,Ken Webb,Ken Webb,"When a young man gets seduced into helping with the removal of a dead body, he must find out the truth behind the corpse before he loses his life or gains a fortune. It's a madcap comic heist film with a lot of heart.",91,Serious Laundry,tt5151378
2726,4.4,No tiene datos,Andy King,"Andy King, Danny Polishchuk","When a mayor running for re-election is caught on video smoking crack, he'll do whatever it takes to keep it out of the wrong hands. Inspired by true events.",99,Filth City,tt5155486
2727,6.5,No tiene datos,Arun Vaidyanathan,Anand Raghav,"Along with his partners Inspector Joseph and Vandhana, DSP Ranjith Kalidoss attempts to hunt down a psychotic killer before realizing he's himself suffering from an unwanted disorder.",127,Nibunan,tt5159408
2728,7.0,No tiene datos,Jorge Hazoury,Jorge Hazoury,"A spoiled Hollywood actress struggles back to civilization after the crash of her private jet botches a kidnap attempt, leaving her stranded in the jungle with her irritating assistant and her inept hijacker pilot.",111,Catastrópico,tt5158306
2729,No tiene datos,No tiene datos,D. Jason Knowles,D. Jason Knowles,"Maggie Keller's PhD. is in jeopardy... Facing an anonymous accusation of plagiarism, a doctoral committee ready to expel her, and contradictory support from her academic advisor, Maggie plays a last-ditch wild-card that stalls their verdict on her dissertation, attracting the attention of Katherine Sapp, a mysterious government agent. Katherine and Tony, her Homeland ... Leer todo",110,Relics of the Madré Véna,tt5161588
2730,4.7,No tiene datos,Ted Geoghegan,Ted Geoghegan,"Late in the War of 1812, a young Mohawk woman and her two lovers battle a squad of American soldiers hell-bent on revenge.",91,Mohawk,tt5189828
2731,No tiene datos,No tiene datos,Juan Raymundo Ramos,"Nicholas James Barber, Juan Raymundo Ramos, Raymund Ramos","The book of supernatural capability presents itself to grant an individual any wish, but at the cost of ten years of his or her lifespan.",70,The Book of Ten Years,tt5192576
2732,5.6,No tiene datos,Huccha Venkat,"Ramesh Bhat, Huccha Venkat, Varanasi Soumya","Huccha Venkat, a former underworld type, is all set to take the route to reform by starting his Sene. With plans of women's emancipation and helping the needy, he becomes the Messiah. Amidst this, he has a love story and also a tryst with politicians and cops.",No tiene datos,Porki Huccha Venkat,tt5224894
2733,2.9,No tiene datos,Andrey Volgin,Andrey Zolotarev,"Moscú, década de 2070. En un búnker sellado en las ruinas de Moscú, los jóvenes luchan entre sí en un torneo de baile mortal. Solo los ganadores vivirán.",90,Torneo mortal,tt5242684
2734,2.7,No tiene datos,Joe Lujan,Joe Lujan,La guerra entre desviados y humanos acaba de empezar.,92,The Immortal Wars,tt5259598
2735,5.3,No tiene datos,Konstantin Khudyakov,Ivan Okhlobystin,The life of a woman suddenly changes after she meets a mysterious girl on a highway in the night.,No tiene datos,Motylyok,tt5258842
2736,5.8,No tiene datos,Ammad Azhar,"Ammad Azhar, Naeem Baig","Story based on ""Nationalism""as never been screened before.",120,Whistle,tt5269754
2737,3.4,No tiene datos,Jerry Hayes,Harley Wallen,"Two very different couples are drawn into organized crime, but it becomes clear before long that everything and everyone is not what they seem.",106,Moving Parts,tt5266456
2738,5.7,No tiene datos,Zoltán Roczó-Nagy,Péter Kálloy Molnár,"Jewish rebellers are fighting against subjection and supressors. Broken people are shouting for a leader. The crowd starts to follow a young man, who is speaking in the name of love. The man's name is: Jesus. His rapidly growing popularity fills the govenor and religious leaders with fear and scareness. Pursuit and the world's first show trial starts. The story rollin... Leer todo",117,P.S.O: In the Name of My Father,tt5277896
2739,No tiene datos,No tiene datos,Stephane Fiorenza,Russell DuncanStephane Fiorenza,No tiene datos,No tiene datos,King and Pawns,tt5278522
2740,3.4,No tiene datos,Krystof Zlatnik,"Krystof Zlatnik, Mark Wachholz",Germany refuses to receive any more refugees. The only way to obtain citizenship is to survive the popular TV show 'Immigration Game'. Whoever participates as a 'Runner' will be abandoned on the outskirts of Berlin and must make their way to the television tower at Alexanderplatz. For a prize money every German citizen may chase and eventually kill the refugees entire... Leer todo,94,Immigration Game,tt5291976
2741,5.2,No tiene datos,Bueno,"Sakura Fujiwara, Joey Min, Yuyu Umenaga",Evil in Tokyo is on the rise and heroes have become a common commodity just out for fame and glory. Washed out anti-hero Gun Caliber is summoned to save Tokyo from the forces of Evil.,82,Gun Caliber,tt5304634
2742,4.8,No tiene datos,Agus Hermansyah Mawardy,Beby Hasibuan,Una joven se involucra con un hombre con la idea de que va a hacer una película cuando lo que él pretende es convertirla en vigilante enmascarada.,97,"Valentine, venganza oscura",tt5305352
2743,2.4,0,Milko Davis,Milko Davis,"A cracked scientist aligns with the Axis of Evil to bring down the US of A with EMP blasts, toxic zombification gas and an unleashing of the ultimate undead killing monstrosity -- the Z-REX. When a hot-wired militia squad and a crew of college hipsters are thrown together to do something about it, chaotic Predator-Thunder action runs amok.",82,Z/Rex: The Jurassic Dead,tt5303106
2744,6.5,No tiene datos,Dan Francis,Dan Francis,"Greg is a desperate man. Presented with an opportunity that is hard to resist. He will have to choose between old heroes, new enemies, and family.",75,The Wrong People,tt5315510
2745,No tiene datos,No tiene datos,Shawn Barfield,"Shawn Barfield, Timothy Paul Taylor","""Year twenty of the Fall. Everything west of the Rockies is ash. War rages in the east. Perched right in the middle... My home, the Great Plains.""",82,From the Ashes,tt5319566
2746,6.0,No tiene datos,Hari,Hari,"Un reputado policia de Tamil Nadu toma el mando en Andhra Pradesh para resolver el asesinato de un alto cargo de la policía, y se enfrenta a matones locales y criminales en el transcurso de su misión.",155,Singam 3,tt5323640
2747,6.0,91,Matt Burns,Matt Burns,"La leyenda de combate a muerte ""Sick"" Nick Mondo, echa la vista atrás, su legado y su influencia sobre la próxima generación de luchadores.",60,The Trade,tt5340626
2748,6.8,No tiene datos,Kevin Birnbaum,Kevin Birnbaum,A trial is held in the asteroid belt in the year 2075 to determine the fate of humanity.,93,Starwatch,tt5342736
2749,5.3,No tiene datos,Hong-Seung Yoon,Jina Kim,"When her son is kidnapped, the inventor of a time machine teams up with multiple versions of her future self to rescue him.",105,Ni shi ying jiu,tt5342650
2750,No tiene datos,No tiene datos,Jim Menza,Jim Menza,"A private investigator is hired to find a missing dame and ends up finding a tangled conspiracy of lies, greed and murder.",93,The Night I Died,tt5345278
2751,5.8,No tiene datos,Zach Zeman,"Grant Zeman, Zach Zeman","Hank Williams, an amateur hunter, teams up with Bigfoot Hunter, Trevor Farleys, and an aging bear slayer, Willis Hampton, to sabotage a crazed hunter and win a local hunting competition.",72,Hunters' Crossing,tt5350300
2752,5.6,No tiene datos,David Beton,Dean Lines,"¿Pueden cuatro hombres cometer el robo más grande en la historia de Inglaterra, con un depósito de seguridad subterráneo en el área de Hatton Garden de Londres, con un valor de hasta 200 millones de libras?",93,Un golpe a la inglesa,tt5351458
2753,4.1,100,Tim Ritter,Tim Ritter,"Jess has just been saved at the last minute from a grisly death. Now, in a town full of people that hate him and with dangerous forces descending to finish the job, Jess has to figure out who saved him - and why.",83,Moment of Truth,tt5355868
2754,5.1,No tiene datos,Rob York,Scott Baird,"Después de que la NASA intercepte unas señales misteriosas, el astronauta Roger Nelson es enviado en una larga misión solo abordo de la nave Magellan para investigar su fuente.",103,Magellan,tt5361488
2755,5.7,14,Hank Orion,Hank Orion,"When five robbers robbed a bank, they thought that the robbery itself was the hardest part of the job, but soon they came to realize that one of them decided to be smart and play a double game.",90,The Job,tt5374002
2756,4.3,No tiene datos,Stefano Milla,Stefano Milla,"A Templar Knight is forced to fight as a gladiator where challengers from different worlds duel in a quest for a magical sword. Forced to fight his greedy master, he must team with his adversaries against the master and his disciples.",87,Kingdom of Gladiators: The Tournament,tt5377624
2757,6.0,59,Marcelo Galvão,Marcelo Galvão,"Un western brasileño sobre Cabeleira, un temido asesino que vivía en el campo del estado de Pernambuco en los años 40.",99,O Matador,tt5379294
2758,4.1,No tiene datos,Steven R. Monroe,Sophie Tilson,"Kate Johnson se infiltra en un cartel para rescatar a su hija, secuestrada en Belice para vender sus órganos en el mercado ilegal.",88,Un extraño presentimiento,tt5390246
2759,3.5,No tiene datos,John Miller,John Miller,"Corey ""Beatdown"" Brown is a champion underground fighter that decided to make big moves with his friend Jasper in the world of counterfeit money.",No tiene datos,Crackbaby Billionaire,tt5428178
2760,6.5,58,Fenar Ahmad,Fenar Ahmad,Un exitoso doctor perderá a su hermano pequeño en un asalto relacionado con pandillas y abandonará su privilegiada vida para convertirse en un guerrero enmascarado con ansias de venganza.,112,Darkland,tt5431082
2761,7.0,No tiene datos,Steven Soderbergh,Jules Asner,Dos hermanos intentan llevar a cabo un atraco durante una carrera de la NASCAR en Carolina del Norte.,118,La suerte de los Logan,tt5439796
2762,5.8,No tiene datos,Brian Smrz,Ron Mita,Un asesino intenta redimirse tras recibir una segunda oportunidad.,93,24 horas para vivir,tt5442456
2763,3.6,38,David Dhawan,Yunus Sajawal,"Prem y Raja son hermanos gemelos que son separados al nacer, pero están conectados de manera única entre sí a través de sus reflejos. Se reúnen de adultos y se proponen acabar con el mundo del contrabando clandestino.",145,Judwaa 2,tt5456546
2764,6.2,No tiene datos,Adolfo Martínez Pérez,"Luis Arranz, Andrés M. Koppel, Antonio Saura","En Afganistán, se envía una evacuación médica española detrás de las líneas enemigas / talibanes. Un mal aterrizaje rompe la hélice. Son descubiertos por los talibanes. ¿Podrán tanto ellos como el helicóptero ser rescatados a tiempo?",93,Zona hostil,tt5456104
2765,4.2,No tiene datos,Josh Webber,Josh Webber,"After a man discovers his young wife is cheating on him with a neighborhood boy, he goes down a dangerous path of revenge & destruction.",76,Secrets of Deception,tt5451640
2766,7.1,No tiene datos,Yuvraj Kumar,Yuvraj Kumar,"Exposes the Commanders of an ISIS camp , who Indoctrinate the youth for acts of violence.",92,ISIS,tt5460016
2767,2.3,No tiene datos,Chad Chance,"Chelsea Rae Bernier, Chad Chance, Ted Ferguson",College students risk it all to expose a clandestine military project to weaponize love.,92,LoveJacked,tt5459388
2768,5.2,No tiene datos,Johnny Martin,John Mankiewicz,Un grupo de desconocidos intenta ayudar a una madre soltera que quiere llevar ante la justicia a sus violadores.,99,La hora de la venganza,tt5460530
2769,7.1,No tiene datos,Sanjay Gupta,Siraj Ahmed,"A blind dubbing artist seeks revenge against a corrupt politician and his brother, after his wife is raped and killed.",139,Kaabil,tt5460276
2770,4.7,No tiene datos,Tim Smit,Charles Kindinger,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,91,Autodestrucción,tt5464234
2771,6.8,No tiene datos,Keitarô Motonaga,Mitsutaka Hirota,Homeostasis is trying to maintain harmony but considers Meicoomon's power to be an existential threat to both worlds. While the DigiDestined return to the Real World alienated by the abnormal state of the Digital World.,89,Digimon Adventure tri. 5: Kyôsei,tt5468018
2772,5.6,No tiene datos,David Cheung,"David Cheung, Yolanda Lynes",A team of secret agents are sent around the world to track down and expose weapons of mass destruction and take down corrupt government officials and criminal king pins.,No tiene datos,The Real Target,tt5467494
2773,2.7,No tiene datos,Leigh Ormsby,"Ben Ormsby, Leigh Ormsby, Milly Raso",The world has been devastated by the virus that has reanimated the dead to consume the living. Australia has so far remained unscathed through a brutal border protection policy and internment facilities. Derek Jones and the High Risk Response Unit restore order to the internment facilities when law and order breaks down. When the arrival of a mysterious girl collides ... Leer todo,87,The Last Hope,tt5470742
2774,5.4,No tiene datos,Sion Sono,"Ken Wakui, Mataichirô Yamamoto","On this second movie, Tatsuhiko Shiratori moves to Yokohama from Shinjuku, Tokyo. He comes into conflict with Masaki Taki who is the CEO of a scout company.",133,Shinjuku suwan II,tt5467852
2775,7.0,No tiene datos,Akiyoshi Hongo,Cherami Leigh,"Upon arriving at the Digital World after the ""reboot"", the digidestined are hunted by a new villain. Meanwhile, Sora is troubled by her partner digimon's indifference towards her.",82,Digimon Adventure tri. 4: Sôshitsu,tt5468016
